Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employee_id,satisfaction_txt,dissatisfaction_txt
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0,1395,"great convening power, whip smart colleagues","your experience will depend heavily on the team you're with. larger teams working on the bread and butter can be stagnant and less exciting, but working on emerging products can be thrilling."
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,1396,NA,- Starting on a new team could be chaotic if they don't already have a solid project for you to work on or a plan.
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2,1397,- Great benefits - Awesome people - can not say this enough! - Cool projects to work on,NA
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3,1398,NA,- Bureaucracy and politics exist - The commute if you don't work in MTV but are based there - Work life balance is often mentioned but rarely
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8,1399,"Work is used by a significant user-base, millions of users","Poor balance between delivering fast and maintaining/reducing technical debt. Develop and release quickly, then only fix serious issues."
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9,1400,"Innovative, Smart colleagues, interesting projects",Executive management lacked focus and made poor decisions.
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,4,Male,88,3,1,Human Resources,2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2,1401,You get a lot of sales experience. It's not shady sales. The community and office is great!,you work %0+ hours a week
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,3,Male,71,4,5,Manager,2,Married,19636,25811,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4,1402,"Lots of resources for career growth, personal development, and easy to switch to other parts of the company.",Parts of the company are getting slower and more bureaucratic. You definitely don't move as fast anymore.
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,1403,challenging environment where everyone is working together to solve problems,Chelsea Market is an avenue further than 8th avenue
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,1404,Good company good benefits nice,none that I have encountered
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,1405,"Google had a good salary, not great, but ok for the present market. It's a company that is flush with money so there are a lot of interesting things to do if you can get on the right teams.","A very long commute for me, they should allow people to work all over the bay area. A lot of politics, 10 percent of the people are actually bright and know what they are doing, the rest just latch onto their coattails. The people prides itself on have very very very smart people, I didn't see that many such people while I was there. If you are not on the right team the work can be rather boring."
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,1406,NA,NA
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4,1407,Highly competitive compensation and amazing benefits.,Decision making can be erratic.
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2,1408,Free food Excellent People Good Mentors Great Opportunities Excellent Infrastructure Updated Technology Always Innovating,Too Busy People Inferiority Complex Sometimes you feel you are very alone in this big company Its no longer a startup
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4,1409,Great work culture and peers,Limited growth opportunities beyond your team
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4,1410,"Benefits are good, the company generally treats its employees well.","Promotion-driven development, employees focus on launching crappy products and getting promoted, instead of taking the time to build excellent products."
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10,1411,"high salary, lots of benefits",big company problems. lots of negativity
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2,1412,"Great benefits, friendly intelligent people, fun, high impact on the world, especially at the lower levels.","Projects get canceled, often unexpectedly and seemingly arbitrarily by higher ups many levels up, that you never meet. Sometimes entire sites get closed for ""business decisions"", not based on the projects being worked on there, but just due to internal power struggles. Work life balance, 20% time, and other principles being eroded over time. The higher up you go, the less friendly and intelligent people are, and the more like the stereotypical power hungry pointy haired bosses."
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7,1413,"Smart people, great benefits, career opportunities",A lot of teams and projects are not as good.
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2,1414,Free food Network of talented coworkers,Impact can be hard to obtain at such a large company
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11,1415,Innovative New and Interesting and Fun,"It's Google, but I like that"
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0,1416,Great products and with massive growth potential,Little creativity and quotas often times outpace actual growth
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,1417,"I have been in Google for 6 years, and it is really as good as people say it is.  - Culture: Very supportive and positive culture - Interesting technical problems - Smart colleagues - Nice perks - Flexible work schedule","- Complex systems. Need to do lot of work (approvals, reviews, configuration & code changes) to make even small user-facing changes."
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2,1418,"Great perks, talented co-workers, world-class products and problems.",It is a large company
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7,1419,"Culture, People, Compensation, Stock Options, Cool Products, Free Food.",Frequent org and strategy changes.
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2,1420,"Great work-life balance, showing initiative and leadership is welcomed and rewarded. Lot of freedom in pursing research directions.","Many teams and people. There is a good chance that there already is an entire team working on your research idea - and that you only find out after sinking months into it. Often lack of strong (leadership) vision, resulting in lack of synchronisation between teams."
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0,1421,"Great benefits, great people (mostly), some flexibility, many opportunities to learn and grow.","Competitive, getting more bureaucratic, political at times due to Type A people with sharp elbows, you work very hard and are often burned out or beaten down by the pace."
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12,1422,"flexiblility, work life balance smart people to work with and learn from",bureaucratic constraints can stifle innovation
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2,1423,"Great benefits, interesting and smart people. Freedom to take off and soar. Laid back culture.",Lack of structure for some roles can be challenging. Full of disgruntled overachievers that want to be VPs... but they can't all be VPs!
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2,1424,good it is a very good company,nothing bad. google is a good company
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8,1425,Good environment and free food.,There are too many employees now.
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1,1426,"Dynamic and exciting environment, talented people to work with.","Its location, it took long time to arrive to the complex."
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1,1427,the environment is the best,there is not many positions for new fresh
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0,1428,"Good benefits, lots of locations","Very competitive, no place for anyone over 30"
32,No,Travel_Rarely,234,Sales,1,4,Medical,1,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,1429,"I worked with a lot of talented people, which helped raise my own skills.",The hours can be long and the expectations high.
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7,1430,"3P is awesome, People, Project, and Perks. You will work with great people, googley goolers, open-minded, well-disciplined, and wiling to take a risk and try new things! You will also work on cool projects that have impact on people's everyday life in the world. And great great perks will just follow. :)","Very fast facing, and there are no such rules never gonna be changed so you have to follow. You should be very active and adjust yourself to the evolving environment continually."
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11,1431,NA,NA
32,No,Travel_Rarely,801,Sales,1,4,Marketing,1,3,Female,48,3,3,Sales Executive,4,Married,10422,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7,1432,NA,"- In my department, turbulent management style led to 40% attrition rate in 6 months - Growth through chaos... it really is about turning coal into diamonds - Incredibly stressful - Poor work-life balance (those sleeping rooms are there for a reason!) - T"
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8,1433,Full of talented people. Good development environment.,Company got a bit large. Often it's hard to get visibility of the projects or accomplishments.
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4,1434,I really enjoyed working with intelligent co-workers,I feel like I was consistently staffed on projects below my skill level
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0,1435,"Group Communication, focused, friendly, great office","busy, work life balance, benefits, people"
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2,1436,"Benefits, comp, autonomy, ability to change jobs internally",Commute from city and inability to work from the city
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2,1437,great work environment for most people,lack of diversity with underrepresented minorities
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3,1438,"Fun enviorment, You learn a lot while you are there",Maybe the work to life balance could be better but overall it was very good
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0,1439,"Wonderful people, excellent benefits, and exciting work.",Less structure for clear career trajectories
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4,1440,"Flexible, brilliant people, high impact.",Could be stressful and competitive.
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2,1441,"great people, great benefits, great culture, great products",growing / scaling difficult to do while staying agile
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9,1442,"Engineer driven space, excellent compensation, great perks. But most importantly the people.",If you don't like big companies this isn't the place for you.
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2,1443,Great work environment to be a part of,The hours can be long
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14,1444,"The benefits are amazing. Free food, free everything.","Things do get busy, and everyone's super competitive."
